"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2307","testCRUDCartGuest","All test","Sat Jul 12 14:29:57 GMT 2025","passed","Sat Jul 12 14:29:59 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Добавляем товар в корзину","550","testAddItemToCart","All test","Sat Jul 12 14:29:55 GMT 2025","passed","Sat Jul 12 14:29:56 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Получаем все товары из корзины","590","testGetAllItemsInCart","All test","Sat Jul 12 14:29:56 GMT 2025","passed","Sat Jul 12 14:29:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 14:30:04 GMT 2025","skipped","Sat Jul 12 14:30:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1298","testUpdateItemInCartNegative","All test","Sat Jul 12 14:30:03 GMT 2025","failed","Sat Jul 12 14:30:04 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Удаляем товар из корзины","212","testRemoveItemFromCart","All test","Sat Jul 12 14:29:57 GMT 2025","passed","Sat Jul 12 14:29:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1148","testCartIcon","All test","Sat Jul 12 14:31:17 GMT 2025","broken","Sat Jul 12 14:31:18 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","783","testFavoritesIcon","All test","Sat Jul 12 14:31:23 GMT 2025","passed","Sat Jul 12 14:31:24 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Обновляем данные одного товара из корзины","184","testUpdateItemInCart","All test","Sat Jul 12 14:29:57 GMT 2025","passed","Sat Jul 12 14:29:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Получаем токен Guest","3094","testGetAccessTokenGuest","All test","Sat Jul 12 14:29:52 GMT 2025","passed","Sat Jul 12 14:29:55 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Получаю данные о товаре","525","testGetProduct","All test","Sat Jul 12 14:30:05 GMT 2025","passed","Sat Jul 12 14:30:05 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При клике по иконке 'search' появляется окно 'Search'","5687","testSearchIcon","All test","Sat Jul 12 14:31:26 GMT 2025","passed","Sat Jul 12 14:31:32 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","898","testShipping","All test","Sat Jul 12 14:29:59 GMT 2025","passed","Sat Jul 12 14:30:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляю товар в корзину","10319","testAddProductToCart","All test","Sat Jul 12 14:30:11 GMT 2025","broken","Sat Jul 12 14:30:21 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Добавляем товар в корзину авторизованного пользователя","326","testAddItemToCart","All test","Sat Jul 12 14:30:04 GMT 2025","broken","Sat Jul 12 14:30:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Проверка характеристик товара до и после помещения в корзину","1300","testProductToCart","All test","Sat Jul 12 14:30:05 GMT 2025","passed","Sat Jul 12 14:30:06 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
