"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляем товар в корзину","362","testAddItemToCart","All test","Sun Jul 13 20:54:18 GMT 2025","passed","Sun Jul 13 20:54:18 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1790","testUpdateItemInCartNegative","All test","Sun Jul 13 20:54:23 GMT 2025","failed","Sun Jul 13 20:54:24 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"При клике по иконке 'search' появляется окно 'Search'","5393","testSearchIcon","All test","Sun Jul 13 20:58:52 GMT 2025","passed","Sun Jul 13 20:58:57 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sun Jul 13 20:54:25 GMT 2025","skipped","Sun Jul 13 20:54:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Получаем токен User","673","testGetAccessTokenUser","All test","Sun Jul 13 20:54:17 GMT 2025","broken","Sun Jul 13 20:54:18 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Проверка характеристик товара до и после помещения в корзину","619","testProductToCart","All test","Sun Jul 13 20:54:27 GMT 2025","passed","Sun Jul 13 20:54:27 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","691","testShipping","All test","Sun Jul 13 20:54:21 GMT 2025","passed","Sun Jul 13 20:54:22 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sun Jul 13 20:54:25 GMT 2025","skipped","Sun Jul 13 20:54:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Обновляем данные одного товара из корзины","124","testUpdateItemInCart","All test","Sun Jul 13 20:54:19 GMT 2025","passed","Sun Jul 13 20:54:19 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Получаю данные о товаре","481","testGetProduct","All test","Sun Jul 13 20:54:26 GMT 2025","passed","Sun Jul 13 20:54:27 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","834","testUpdateItemInCartNegative","All test","Sun Jul 13 20:54:24 GMT 2025","failed","Sun Jul 13 20:54:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Получаем токен Guest","3070","testGetAccessTokenGuest","All test","Sun Jul 13 20:54:14 GMT 2025","passed","Sun Jul 13 20:54:17 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Обновляю данные о товаре в корзине","60107","testUpdateProductToCart","All test","Sun Jul 13 20:57:21 GMT 2025","passed","Sun Jul 13 20:58:21 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","96852","testCRUDCart","All test","Sun Jul 13 20:55:00 GMT 2025","passed","Sun Jul 13 20:56:37 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Добавляю товар в корзину","24700","testAddProductToCart","All test","Sun Jul 13 20:54:32 GMT 2025","passed","Sun Jul 13 20:54:56 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sun Jul 13 20:54:25 GMT 2025","skipped","Sun Jul 13 20:54:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
