"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","0","testCartIcon","All test","Wed Jul 09 20:37:18 GMT 2025","skipped","Wed Jul 09 20:37:18 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","617","testShipping","All test","Wed Jul 09 20:37:12 GMT 2025","passed","Wed Jul 09 20:37:13 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Обновляем данные одного товара из корзины","140","testUpdateItemInCart","All test","Wed Jul 09 20:37:10 GMT 2025","passed","Wed Jul 09 20:37:10 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Удаляем товар из корзины","119","testRemoveItemFromCart","All test","Wed Jul 09 20:37:10 GMT 2025","passed","Wed Jul 09 20:37:10 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"","0","beforeMethod","All test","Wed Jul 09 20:37:18 GMT 2025","broken","Wed Jul 09 20:37:18 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","beforeMethod"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","681","testUpdateItemInCartNegative","All test","Wed Jul 09 20:37:13 GMT 2025","failed","Wed Jul 09 20:37:13 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1684","testCRUDCartGuest","All test","Wed Jul 09 20:37:10 GMT 2025","passed","Wed Jul 09 20:37:11 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","202","testE2EFromCartUser","All test","Wed Jul 09 20:37:14 GMT 2025","broken","Wed Jul 09 20:37:14 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Проверка характеристик товара до и после помещения в корзину","562","testProductToCart","All test","Wed Jul 09 20:37:15 GMT 2025","passed","Wed Jul 09 20:37:15 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Добавляем товар в корзину","337","testAddItemToCart","All test","Wed Jul 09 20:37:09 GMT 2025","passed","Wed Jul 09 20:37:09 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"При клике по иконке 'search' появляется окно 'Search'","0","testSearchIcon","All test","Wed Jul 09 20:37:18 GMT 2025","skipped","Wed Jul 09 20:37:18 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Получаем токен Guest","3038","testGetAccessTokenGuest","All test","Wed Jul 09 20:37:05 GMT 2025","passed","Wed Jul 09 20:37:08 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","1","testFavoritesIcon","All test","Wed Jul 09 20:37:18 GMT 2025","skipped","Wed Jul 09 20:37:18 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Wed Jul 09 20:37:14 GMT 2025","skipped","Wed Jul 09 20:37:14 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Добавляем товар в корзину авторизованного пользователя","155","testAddItemToCart","All test","Wed Jul 09 20:37:14 GMT 2025","broken","Wed Jul 09 20:37:14 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем все товары из корзины","513","testGetAllItemsInCart","All test","Wed Jul 09 20:37:09 GMT 2025","passed","Wed Jul 09 20:37:10 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
