"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10102","testCRUDCart","All test","Sat Jul 12 15:34:37 GMT 2025","broken","Sat Jul 12 15:34:47 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Обновляю данные о товаре в корзине","10049","testUpdateProductToCart","All test","Sat Jul 12 15:35:04 GMT 2025","broken","Sat Jul 12 15:35:14 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","876","testUpdateItemInCartNegative","All test","Sat Jul 12 15:34:15 GMT 2025","failed","Sat Jul 12 15:34:16 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Удаляю товар из корзины","10635","testDeleteProductToCart","All test","Sat Jul 12 15:34:49 GMT 2025","broken","Sat Jul 12 15:35:00 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2480","testCRUDCartGuest","All test","Sat Jul 12 15:34:12 GMT 2025","passed","Sat Jul 12 15:34:14 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Добавляем товар в корзину","455","testAddItemToCart","All test","Sat Jul 12 15:34:10 GMT 2025","passed","Sat Jul 12 15:34:10 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 15:34:18 GMT 2025","skipped","Sat Jul 12 15:34:18 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Удаляем товар из корзины авторизованного пользователя","1","testRemoveItemFromCart","All test","Sat Jul 12 15:34:18 GMT 2025","skipped","Sat Jul 12 15:34:18 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Добавляем товар в корзину авторизованного пользователя","414","testAddItemToCart","All test","Sat Jul 12 15:34:17 GMT 2025","broken","Sat Jul 12 15:34:18 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем все товары из корзины авторизованного пользователя","1","testGetAllItemsInCart","All test","Sat Jul 12 15:34:18 GMT 2025","skipped","Sat Jul 12 15:34:18 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Проверка характеристик товара до и после помещения в корзину","679","testProductToCart","All test","Sat Jul 12 15:34:18 GMT 2025","passed","Sat Jul 12 15:34:19 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
