"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","314","testE2EFromCartUser","All test","Wed Jul 09 18:36:42 GMT 2025","broken","Wed Jul 09 18:36:43 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Удаляем товар из корзины","218","testRemoveItemFromCart","All test","Wed Jul 09 18:36:35 GMT 2025","passed","Wed Jul 09 18:36:36 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","783","testShipping","All test","Wed Jul 09 18:36:38 GMT 2025","passed","Wed Jul 09 18:36:39 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Wed Jul 09 18:36:42 GMT 2025","skipped","Wed Jul 09 18:36:42 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"При клике по иконке 'account' появляется окно 'Account'","0","testAccountIcon","All test","Wed Jul 09 18:36:49 GMT 2025","skipped","Wed Jul 09 18:36:49 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1081","testUpdateItemInCartNegative","All test","Wed Jul 09 18:36:40 GMT 2025","failed","Wed Jul 09 18:36:41 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Wed Jul 09 18:36:42 GMT 2025","skipped","Wed Jul 09 18:36:42 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Получаем токен Guest","3202","testGetAccessTokenGuest","All test","Wed Jul 09 18:36:30 GMT 2025","passed","Wed Jul 09 18:36:33 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Получаю данные о товаре","385","testGetProduct","All test","Wed Jul 09 18:36:43 GMT 2025","passed","Wed Jul 09 18:36:43 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При клике по иконке 'search' появляется окно 'Search'","0","testSearchIcon","All test","Wed Jul 09 18:36:49 GMT 2025","skipped","Wed Jul 09 18:36:49 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2503","testCRUDCartGuest","All test","Wed Jul 09 18:36:36 GMT 2025","passed","Wed Jul 09 18:36:38 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
