"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","729","testUpdateItemInCartNegative","All test","Sat Jul 12 14:54:23 GMT 2025","failed","Sat Jul 12 14:54:24 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Добавляем товар в корзину","394","testAddItemToCart","All test","Sat Jul 12 14:54:18 GMT 2025","passed","Sat Jul 12 14:54:18 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Удаляю товар из корзины","10569","testDeleteProductToCart","All test","Sat Jul 12 14:54:57 GMT 2025","broken","Sat Jul 12 14:55:08 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2001","testCRUDCartGuest","All test","Sat Jul 12 14:54:19 GMT 2025","passed","Sat Jul 12 14:54:21 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Получаем токен User","534","testGetAccessTokenUser","All test","Sat Jul 12 14:54:17 GMT 2025","broken","Sat Jul 12 14:54:18 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","803","testFavoritesIcon","All test","Sat Jul 12 14:55:38 GMT 2025","passed","Sat Jul 12 14:55:38 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"При клике по иконке 'account' появляется окно 'Account'","5243","testAccountIcon","All test","Sat Jul 12 14:55:24 GMT 2025","passed","Sat Jul 12 14:55:29 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'search' появляется окно 'Search'","5331","testSearchIcon","All test","Sat Jul 12 14:55:42 GMT 2025","passed","Sat Jul 12 14:55:47 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Добавляю товар в корзину","10322","testAddProductToCart","All test","Sat Jul 12 14:54:30 GMT 2025","broken","Sat Jul 12 14:54:40 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Получаем все товары из корзины","684","testGetAllItemsInCart","All test","Sat Jul 12 14:54:18 GMT 2025","passed","Sat Jul 12 14:54:19 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Проверка характеристик товара до и после помещения в корзину","611","testProductToCart","All test","Sat Jul 12 14:54:25 GMT 2025","passed","Sat Jul 12 14:54:25 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Добавляем товар в корзину авторизованного пользователя","199","testAddItemToCart","All test","Sat Jul 12 14:54:24 GMT 2025","broken","Sat Jul 12 14:54:24 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","559","testShipping","All test","Sat Jul 12 14:54:21 GMT 2025","passed","Sat Jul 12 14:54:22 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаю данные о товаре","279","testGetProduct","All test","Sat Jul 12 14:54:24 GMT 2025","passed","Sat Jul 12 14:54:25 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 14:54:24 GMT 2025","skipped","Sat Jul 12 14:54:24 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
