"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляем товар в корзину","325","testAddItemToCart","All test","Sun Jul 13 18:54:24 GMT 2025","passed","Sun Jul 13 18:54:24 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","87219","testCRUDCart","All test","Sun Jul 13 18:55:03 GMT 2025","passed","Sun Jul 13 18:56:30 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Обновляем данные одного товара из корзины","207","testUpdateItemInCart","All test","Sun Jul 13 18:54:25 GMT 2025","passed","Sun Jul 13 18:54:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Получаем все товары из корзины","553","testGetAllItemsInCart","All test","Sun Jul 13 18:54:24 GMT 2025","passed","Sun Jul 13 18:54:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1334","testUpdateItemInCartNegative","All test","Sun Jul 13 18:54:29 GMT 2025","failed","Sun Jul 13 18:54:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","809","testUpdateItemInCartNegative","All test","Sun Jul 13 18:54:31 GMT 2025","failed","Sun Jul 13 18:54:32 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sun Jul 13 18:54:32 GMT 2025","skipped","Sun Jul 13 18:54:32 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","806","testShipping","All test","Sun Jul 13 18:54:28 GMT 2025","passed","Sun Jul 13 18:54:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'account' появляется окно 'Account'","5351","testAccountIcon","All test","Sun Jul 13 18:57:40 GMT 2025","passed","Sun Jul 13 18:57:46 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Проверка характеристик товара до и после помещения в корзину","783","testProductToCart","All test","Sun Jul 13 18:54:33 GMT 2025","passed","Sun Jul 13 18:54:33 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Удаляю товар из корзины","651","testDeleteProductToCart","All test","Sun Jul 13 18:56:34 GMT 2025","broken","Sun Jul 13 18:56:34 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2492","testCRUDCartGuest","All test","Sun Jul 13 18:54:25 GMT 2025","passed","Sun Jul 13 18:54:28 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sun Jul 13 18:54:32 GMT 2025","skipped","Sun Jul 13 18:54:32 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","806","testShipping","All test","Sun Jul 13 18:54:29 GMT 2025","passed","Sun Jul 13 18:54:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
