"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","beforeMethod","All test","Wed Jul 09 18:46:08 GMT 2025","broken","Wed Jul 09 18:46:08 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","beforeMethod"
"Добавляем товар в корзину авторизованного пользователя","219","testAddItemToCart","All test","Wed Jul 09 18:46:03 GMT 2025","broken","Wed Jul 09 18:46:03 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем токен Guest","3064","testGetAccessTokenGuest","All test","Wed Jul 09 18:45:52 GMT 2025","passed","Wed Jul 09 18:45:55 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","722","testShipping","All test","Wed Jul 09 18:45:59 GMT 2025","passed","Wed Jul 09 18:46:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","715","testShipping","All test","Wed Jul 09 18:46:00 GMT 2025","passed","Wed Jul 09 18:46:01 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляем товар в корзину","430","testAddItemToCart","All test","Wed Jul 09 18:45:56 GMT 2025","passed","Wed Jul 09 18:45:56 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Проверка характеристик товара до и после помещения в корзину","784","testProductToCart","All test","Wed Jul 09 18:46:04 GMT 2025","passed","Wed Jul 09 18:46:04 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","876","testUpdateItemInCartNegative","All test","Wed Jul 09 18:46:01 GMT 2025","failed","Wed Jul 09 18:46:02 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Обновляем данные о товаре в корзине","0","testUpdateProductToCart","All test","Wed Jul 09 18:46:08 GMT 2025","skipped","Wed Jul 09 18:46:08 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Wed Jul 09 18:46:03 GMT 2025","skipped","Wed Jul 09 18:46:03 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Добавляем товар в корзину","0","testAddProductToCart","All test","Wed Jul 09 18:46:08 GMT 2025","skipped","Wed Jul 09 18:46:08 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2045","testCRUDCartGuest","All test","Wed Jul 09 18:45:57 GMT 2025","passed","Wed Jul 09 18:45:59 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Получаем все товары из корзины авторизованного пользователя","1","testGetAllItemsInCart","All test","Wed Jul 09 18:46:03 GMT 2025","skipped","Wed Jul 09 18:46:03 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"При клике по иконке 'account' появляется окно 'Account'","1","testAccountIcon","All test","Wed Jul 09 18:46:09 GMT 2025","skipped","Wed Jul 09 18:46:09 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'search' появляется окно 'Search'","0","testSearchIcon","All test","Wed Jul 09 18:46:09 GMT 2025","skipped","Wed Jul 09 18:46:09 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Получаем все товары из корзины","601","testGetAllItemsInCart","All test","Wed Jul 09 18:45:56 GMT 2025","passed","Wed Jul 09 18:45:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
