"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляем товар в корзину","435","testAddItemToCart","All test","Thu Jul 31 09:13:57 GMT 2025","passed","Thu Jul 31 09:13:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","783","testUpdateItemInCartNegative","All test","Thu Jul 31 09:14:01 GMT 2025","failed","Thu Jul 31 09:14:02 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Проверка характеристик товара до и после помещения в корзину","656","testProductToCart","All test","Thu Jul 31 09:14:03 GMT 2025","failed","Thu Jul 31 09:14:03 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","76214","testCRUDCart","All test","Thu Jul 31 09:14:36 GMT 2025","broken","Thu Jul 31 09:15:52 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При клике по иконке 'search' появляется окно 'Search'","5424","testSearchIcon","All test","Thu Jul 31 09:17:58 GMT 2025","passed","Thu Jul 31 09:18:03 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"При клике по иконке 'account' появляется окно 'Account'","5286","testAccountIcon","All test","Thu Jul 31 09:17:32 GMT 2025","passed","Thu Jul 31 09:17:37 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","2094","testCartIcon","All test","Thu Jul 31 09:17:41 GMT 2025","passed","Thu Jul 31 09:17:44 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Добавляем товар в корзину авторизованного пользователя","187","testAddItemToCart","All test","Thu Jul 31 09:14:02 GMT 2025","broken","Thu Jul 31 09:14:02 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","901","testCRUDCartGuest","All test","Thu Jul 31 09:13:58 GMT 2025","failed","Thu Jul 31 09:13:59 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Получаем токен Guest","2994","testGetAccessTokenGuest","All test","Thu Jul 31 09:13:53 GMT 2025","passed","Thu Jul 31 09:13:56 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","215","testE2EFromCartUser","All test","Thu Jul 31 09:14:02 GMT 2025","broken","Thu Jul 31 09:14:02 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем токен User","493","testGetAccessTokenUser","All test","Thu Jul 31 09:13:56 GMT 2025","broken","Thu Jul 31 09:13:57 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
