"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляю товар в корзину","10271","testAddProductToCart","All test","Sat Jul 12 12:50:14 GMT 2025","broken","Sat Jul 12 12:50:24 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Получаем токен User","459","testGetAccessTokenUser","All test","Sat Jul 12 12:50:01 GMT 2025","broken","Sat Jul 12 12:50:02 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Получаем все товары из корзины","613","testGetAllItemsInCart","All test","Sat Jul 12 12:50:02 GMT 2025","passed","Sat Jul 12 12:50:03 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Получаю данные о товаре","369","testGetProduct","All test","Sat Jul 12 12:50:09 GMT 2025","passed","Sat Jul 12 12:50:09 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 12:50:09 GMT 2025","skipped","Sat Jul 12 12:50:09 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","673","testShipping","All test","Sat Jul 12 12:50:05 GMT 2025","passed","Sat Jul 12 12:50:06 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 12:50:09 GMT 2025","skipped","Sat Jul 12 12:50:09 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Обновляю данные о товаре в корзине","10597","testUpdateProductToCart","All test","Sat Jul 12 12:50:56 GMT 2025","broken","Sat Jul 12 12:51:06 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Добавляем товар в корзину","428","testAddItemToCart","All test","Sat Jul 12 12:50:02 GMT 2025","passed","Sat Jul 12 12:50:02 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","648","testCartIcon","All test","Sat Jul 12 12:51:18 GMT 2025","broken","Sat Jul 12 12:51:19 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"При клике по иконке 'account' появляется окно 'Account'","5356","testAccountIcon","All test","Sat Jul 12 12:51:09 GMT 2025","passed","Sat Jul 12 12:51:15 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10199","testCRUDCart","All test","Sat Jul 12 12:50:28 GMT 2025","broken","Sat Jul 12 12:50:38 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Удаляем товар из корзины","161","testRemoveItemFromCart","All test","Sat Jul 12 12:50:03 GMT 2025","passed","Sat Jul 12 12:50:03 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Добавляем товар в корзину авторизованного пользователя","194","testAddItemToCart","All test","Sat Jul 12 12:50:09 GMT 2025","broken","Sat Jul 12 12:50:09 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1931","testCRUDCartGuest","All test","Sat Jul 12 12:50:03 GMT 2025","passed","Sat Jul 12 12:50:05 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Удаляю товар из корзины","10632","testDeleteProductToCart","All test","Sat Jul 12 12:50:41 GMT 2025","broken","Sat Jul 12 12:50:52 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
