"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляем товар в корзину","337","testAddItemToCart","All test","Wed Jul 09 19:03:07 GMT 2025","passed","Wed Jul 09 19:03:07 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Получаем токен User","383","testGetAccessTokenUser","All test","Wed Jul 09 19:03:06 GMT 2025","broken","Wed Jul 09 19:03:07 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","0","testCartIcon","All test","Wed Jul 09 19:03:21 GMT 2025","skipped","Wed Jul 09 19:03:21 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Добавляем товар в корзину","1","testAddProductToCart","All test","Wed Jul 09 19:03:21 GMT 2025","skipped","Wed Jul 09 19:03:21 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","0","testFavoritesIcon","All test","Wed Jul 09 19:03:21 GMT 2025","skipped","Wed Jul 09 19:03:21 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Добавляем товар в корзину авторизованного пользователя","158","testAddItemToCart","All test","Wed Jul 09 19:03:12 GMT 2025","broken","Wed Jul 09 19:03:12 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем все товары из корзины","555","testGetAllItemsInCart","All test","Wed Jul 09 19:03:07 GMT 2025","passed","Wed Jul 09 19:03:07 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Обновляем данные о товаре в корзине","0","testUpdateProductToCart","All test","Wed Jul 09 19:03:21 GMT 2025","skipped","Wed Jul 09 19:03:21 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"","0","beforeMethod","All test","Wed Jul 09 19:03:21 GMT 2025","broken","Wed Jul 09 19:03:21 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","beforeMethod"
"При клике по иконке 'search' появляется окно 'Search'","0","testSearchIcon","All test","Wed Jul 09 19:03:21 GMT 2025","skipped","Wed Jul 09 19:03:21 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","525","testShipping","All test","Wed Jul 09 19:03:10 GMT 2025","passed","Wed Jul 09 19:03:10 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'account' появляется окно 'Account'","1","testAccountIcon","All test","Wed Jul 09 19:03:21 GMT 2025","skipped","Wed Jul 09 19:03:21 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Обновляем данные одного товара из корзины авторизованного пользователя","1","testUpdateItemInCart","All test","Wed Jul 09 19:03:12 GMT 2025","skipped","Wed Jul 09 19:03:12 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Wed Jul 09 19:03:12 GMT 2025","skipped","Wed Jul 09 19:03:12 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Обновляем данные одного товара из корзины","138","testUpdateItemInCart","All test","Wed Jul 09 19:03:07 GMT 2025","passed","Wed Jul 09 19:03:08 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","644","testUpdateItemInCartNegative","All test","Wed Jul 09 19:03:11 GMT 2025","failed","Wed Jul 09 19:03:12 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
